,AFFILIATION,conf,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,porpag,adjoe,Rec Rank,ast/tov,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade/(dunksmade+dunksmiss),drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,mp,oreb,dreb,treb,ast,stl,blk,pts,Position,Class
1163,Louisiana State,B12,31,51.0,120.4,14.5,61.7,64.27,13.9,13.4,2.9,17.8,49,70,0.7,74,120,0.617,0,0,0.0,4.8,0.7,58.3,So,2.20481,114.693,61.4,0.33336778,0.6923,0.5588,0.9,100.782,93.9418,2.37825,121.196,5.18199,2.59318,2.58881,21.3871,2.6774,2.7097,5.3871,0.3226,0.2581,1.0645,6.3548,C,0
1164,Louisiana State,SEC,33,73.9,110.0,22.6,49.8,55.31,11.8,15.3,7.0,15.4,107,137,0.7809999999999999,155,308,0.503,3,12,0.25,4.7,1.5,42.8,Jr,3.37162,117.228,61.4,0.52631273,0.621,0.4239,0.85,95.9733,92.0368,3.55721,183.233,5.58938,2.08251,3.50687,30.0,3.303,3.9091,7.2121,0.9091,0.7576,1.3030000000000002,12.9091,C,0
1165,Kentucky,SEC,36,53.1,95.5,16.6,46.9,51.84,5.2,10.8,16.8,28.6,41,51,0.804,48,105,0.457,18,55,0.327,3.0,2.0,31.9,Fr,0.613645,92.589,83.8,1.12498596,,,,95.8346,91.4576,2.56675,145.385,2.48375,0.133665,2.35008,21.25,0.8333,2.2222,3.0556,2.0,0.75,0.6111,5.3056,,0
1166,Kentucky,SEC,38,52.4,114.2,15.0,50.0,52.67,4.7,7.8,12.3,16.3,31,39,0.795,43,87,0.494,43,128,0.336,2.7,1.6,18.1,So,1.87023,110.23,83.8,1.65704041,0.6316,0.4615,0.75,96.7919,92.1621,2.4967200000000003,131.993,6.00156,3.54964,2.45192,21.1579,0.8684,1.6316,2.5,1.5263,0.5789,0.5789,6.4737,Wing G,0
1167,Kentucky,SEC,38,77.2,118.1,17.2,57.1,60.12,5.1,11.2,10.6,17.0,58,68,0.853,91,181,0.503,58,131,0.443,3.6,1.6,21.8,Jr,3.69128,119.355,83.8,1.15786664,0.7073,0.4429,1.0,96.9049,91.3889,3.81031,207.217,7.99598,4.7462800000000005,3.2497,31.0,1.3421,3.2105,4.5526,1.7368,0.8421,1.1316,10.8947,Wing F,0
1168,Kentucky,SEC,40,65.2,117.9,18.6,56.6,59.29,4.3,7.3,14.3,17.8,55,69,0.797,87,153,0.569,56,149,0.376,1.2,1.9,22.8,Sr,3.36832,121.576,83.8,1.41379302,0.7347,0.4904,0.9,96.5786,91.8848,3.11829,159.011,7.4089399999999985,6.30998,1.09896,26.075,0.9,1.85,2.75,2.05,0.825,0.325,9.925,Wing F,0
1169,Tennessee Tech,OVC,28,51.1,89.3,27.4,44.8,49.25,4.3,12.1,16.0,25.8,57,78,0.731,53,148,0.358,34,84,0.405,1.0,1.5,33.6,Fr,0.672852,93.7588,41.6,0.62162776,,,,105.347,105.423,1.47753,96.3945,-5.66682,-3.19503,-2.47179,20.4286,0.8214,2.25,3.0714,1.6429,0.5714,0.2143,9.4643,,0
1170,Tennessee Tech,OVC,30,77.1,102.5,25.9,49.9,54.68,4.1,10.4,14.0,20.0,110,146,0.753,124,241,0.515,35,113,0.31,0.3,1.2,41.2,So,2.51416,108.003,41.6,0.71764368,0.7941,0.4046,0.8889,115.446,115.743,1.15144,139.874,-2.83567,1.04702,-3.88269,31.7333,1.0667,2.8,3.8667,2.0333,0.6667,0.1,15.4333,Wing G,0
1171,Tennessee Tech,OVC,30,75.0,97.9,28.4,51.2,55.28,2.3,15.9,13.2,22.2,112,153,0.732,149,288,0.517,32,97,0.33,0.7,1.9,39.7,Jr,2.13386,105.431,41.6,0.51961764,0.7361,0.4444,0.8571,101.175,104.271,2.35783,170.71099999999996,-1.92326,-1.16113,-0.762125,30.3667,0.5667,4.1,4.6667,1.7667,1.0333,0.2,16.8667,Wing G,0
1172,Tennessee Tech,OVC,31,85.8,102.1,30.5,51.3,54.3,3.1,15.6,17.0,18.6,113,159,0.711,148,330,0.448,76,181,0.42,0.7,1.4,31.1,Sr,3.4083,112.955,41.6,0.69232142,0.6452,0.3713,0.9524,104.766,105.379,2.49845,185.739,-0.706088,1.02354,-1.7296200000000002,34.6129,0.871,4.4516,5.3226,2.3226,0.8065,0.2258,20.5484,Wing G,0
1173,Norfolk State,MEAC,31,40.5,101.8,17.0,56.0,57.11,6.9,16.6,4.9,23.2,23,37,0.622,45,81,0.556,17,45,0.378,5.3,1.1,29.4,Fr,0.557148,94.1821,,0.34286982,,,,100.972,109.133,0.962796,95.6597,-3.15248,-2.00526,-1.14722,16.1935,1.0,2.3548,3.3548,0.3871,0.3226,0.8065,5.2903,,0
1174,Norfolk State,MEAC,30,69.6,105.2,20.2,58.0,57.66,11.0,21.9,6.8,20.4,39,74,0.527,129,197,0.655,16,67,0.239,6.1,1.0,28.0,So,1.81584,103.304,,0.42188157,0.7206,0.5082,0.931,97.9207,103.481,2.22393,190.383,0.948115,0.029085000000000007,0.91903,28.3,2.6667,6.0333,8.7,0.9,0.5333,1.7,11.5,PF/C,0
1175,Norfolk State,MEAC,32,80.8,115.8,22.7,57.7,61.49,11.8,26.1,7.4,16.1,115,151,0.762,183,293,0.625,15,63,0.238,10.5,1.0,42.4,Jr,3.50355,116.179,,0.47058824,0.7206,0.4045,0.9189,97.4211,102.506,2.73774,252.189,4.101369999999998,1.59477,2.5066,32.8125,3.3438,7.75,11.0938,1.0,0.5625,3.4375,16.4375,C,0
1176,Norfolk State,MEAC,34,77.2,113.8,25.0,59.6,63.0,11.6,25.0,11.2,19.5,150,213,0.7040000000000001,187,301,0.621,6,28,0.214,9.1,1.1,64.7,Sr,3.519,117.174,,0.56181236,0.7487,0.4123,1.0,91.3461,93.0869,3.56579,255.631,6.66757,1.93795,4.72962,31.2353,3.0294,7.0882,10.1176,1.4706,0.5882,2.7059,15.9412,C,0
1177,Syracuse,BE,33,28.4,88.6,16.0,46.4,45.51,7.4,11.8,6.0,20.8,20,50,0.4,34,72,0.472,7,24,0.292,1.6,3.5,52.1,Fr,0.182743,88.3983,88.6,0.61530655,,,,96.2835,90.8871,1.56495,92.9189,3.4146300000000003,0.574516,2.84011,13.1818,0.8182,1.5758,2.3939,0.4848,0.8182,0.2121,3.303,,0
1178,Syracuse,BE,35,69.5,111.4,19.4,50.8,56.97,7.7,13.8,10.2,18.3,116,155,0.748,118,218,0.541,9,41,0.22,1.6,2.8,59.8,So,2.86863,114.242,88.6,0.98391105,0.6984,0.2949,0.9024,93.7827,87.9199,3.72213,197.827,5.562119999999998,3.23543,2.32669,27.8,1.7143,3.8286,5.5429,1.7429,1.3714,0.4,10.8286,Wing G,0
1179,Syracuse,BE,33,77.9,108.7,22.4,52.6,56.91,4.0,13.5,12.5,18.4,120,169,0.71,106,210,0.505,45,120,0.375,2.2,2.8,51.2,Jr,3.66331,117.825,88.6,0.95890785,0.7212,0.2925,0.9,95.0555,89.682,4.14734,202.05900000000003,5.52111,3.27559,2.24552,32.3333,1.0606,4.1212,5.1818,2.1212,1.5152,0.6364,14.1515,Wing G,0
1180,Syracuse,BE,37,80.3,110.6,21.3,48.6,53.38,5.5,10.8,8.7,13.2,117,157,0.745,113,242,0.467,51,148,0.345,2.2,2.6,40.3,Sr,3.74468,117.959,88.6,1.01816344,0.7054,0.2615,0.8929,95.3043,90.5505,3.98841,206.146,5.58127,4.05379,1.52748,32.2162,1.5135,3.1892,4.7027,1.5135,1.3514,0.6216,13.4054,Wing G,0
1181,Marquette,BE,34,73.1,107.9,22.9,56.4,58.22,2.0,9.3,17.0,18.3,65,96,0.677,79,180,0.439,73,154,0.474,0.6,1.8,28.7,So,3.19965,116.033,,1.19120002,0.5952,0.3021,0.75,102.197,96.5318,3.04181,150.805,3.70495,3.23448,0.47047,29.6765,0.4706,2.1765,2.6471,2.3824,0.8824,0.1765,13.0,Combo G,0
1182,Marquette,BE,37,74.7,107.8,25.3,51.1,54.66,1.9,9.6,16.6,15.5,121,171,0.708,125,258,0.484,71,195,0.364,0.7,1.6,37.7,Jr,3.65436,120.182,,1.17335972,0.6116,0.3723,0.9091,104.176,98.069,2.99131,175.25799999999995,3.36831,4.04035,-0.672038,29.973000000000006,0.4865,2.5405,3.027,2.3784,0.8378,0.1892,15.7838,Combo G,0
1183,Marquette,BE,34,80.0,109.3,25.4,52.9,56.8,2.3,9.2,17.7,15.9,126,165,0.764,133,270,0.493,77,200,0.385,0.4,1.6,35.1,Sr,4.50725,123.78,,1.16252286,0.5984,0.3986,0.6667,97.9151,93.5461,3.74952,184.361,4.3974199999999986,4.16709,0.230332,32.9412,0.6471,2.8529,3.5,2.7353,0.9412,0.1176,18.3235,Combo G,0
1184,Purdue,B10,27,58.1,123.3,23.4,52.9,59.75,6.3,20.5,15.2,8.7,110,122,0.902,92,178,0.517,43,118,0.364,3.6,2.1,41.2,Jr,5.1542900000000005,133.593,88.4,2.00009656,0.6957,0.4903,1.0,88.1727,83.6613,4.49855,178.64700000000005,11.9577,6.96378,4.99392,30.2593,1.6296,5.2963,6.9259,2.0741,1.0741,1.037,15.6667,Stretch 4,0
1185,Purdue,B10,35,80.6,117.5,24.8,49.5,54.05,5.5,21.7,12.6,7.1,113,137,0.825,122,277,0.44,72,188,0.383,4.2,1.3,29.5,Sr,5.09215,129.882,88.4,2.06245208,0.6296,0.42,,99.9434,94.0057,3.61701,212.965,7.60093,5.92469,1.6762400000000002,32.2286,1.5714,5.6,7.1714,1.8857,0.6571,1.2,16.3714,Stretch 4,0
1186,Missouri,B12,38,41.8,105.3,18.6,47.8,50.78,5.6,8.8,13.9,16.7,31,39,0.795,47,93,0.505,34,112,0.304,0.8,2.9,19.0,Fr,1.39865,108.35,76.4,1.50000006,,,,95.1603,91.0862,2.04319,118.918,4.8196900000000005,3.26766,1.55204,16.7368,0.8684,1.3421,2.2105,1.4211,0.8947,0.1316,5.9737,,0
1187,Missouri,B12,34,52.1,117.9,21.2,55.3,57.42,4.5,10.9,13.1,11.5,53,76,0.6970000000000001,49,106,0.462,68,167,0.407,0.6,2.3,27.8,So,2.90898,124.718,76.4,1.54836585,0.5536,0.36,0.3333,95.7303,91.0748,2.56294,126.309,5.8103099999999985,5.5960800000000015,0.214225,21.0,0.8824,2.0588,2.9412,1.4118,0.8529,0.1176,10.4412,Combo G,0
1188,Missouri,B12,33,75.3,129.3,20.5,60.8,63.15,3.6,9.2,11.4,7.8,90,120,0.75,116,210,0.552,80,178,0.449,0.3,3.3,30.9,Jr,5.17756,134.47799999999998,76.4,2.03447886,0.7524,0.3524,0.9167,100.21,96.0768,3.2235400000000003,183.806,7.667489999999999,7.49741,0.17008099999999998,30.4545,1.0,2.4242,3.4242,1.7879,1.7879,0.0909,17.0303,Combo G,0
1189,Missouri,B12,35,86.3,126.9,22.0,57.4,62.07,3.9,13.8,11.5,9.3,120,134,0.8959999999999999,101,192,0.526,99,243,0.407,0.1,2.7,30.8,Sr,6.02077,134.63299999999998,76.4,1.80493435,0.6423,0.3188,0.8571,99.9317,96.8762,3.52884,216.003,8.64862,8.479460000000001,0.169159,34.6286,1.0,4.0286,5.0286,2.1143,1.5429,0.0286,17.6857,Wing G,0
1190,Gonzaga,WCC,5,3.3,129.4,16.7,71.4,69.44,19.7,16.3,0.0,15.8,5,8,0.625,5,7,0.7140000000000001,0,0,0.0,4.9,1.3,114.3,So,1.4156,130.625,65.2,0.0,,,,90.3175,84.3363,1.2804,9.31756,1.64073,2.97399,-1.33325,8.8,1.4,1.4,2.8,0.0,0.2,0.4,3.0,,0
1191,Gonzaga,WCC,33,63.0,101.2,22.2,52.2,55.93,9.1,14.8,4.6,20.2,107,170,0.629,116,224,0.518,1,1,1.0,7.8,1.6,75.6,So,1.84541,105.61,65.2,0.30305001,0.7386,0.3723,0.9667,94.2778,90.8069,3.12138,181.333,3.79492,-0.5448770000000001,4.3398,25.4848,1.8788,3.5455,5.4242,0.6061,0.6970000000000001,1.9394,10.3636,PF/C,0
1192,Gonzaga,WCC,34,64.8,110.7,25.0,49.1,58.39,12.0,16.8,8.5,19.5,156,189,0.825,135,274,0.493,0,1,0.0,8.0,1.7,68.7,Jr,3.09532,119.332,65.2,0.51348492,0.6545,0.3841,0.8966,92.7036,88.7096,3.46592,191.362,6.72576,1.35552,5.37023,26.1176,2.5,3.9412,6.4412,1.1176,0.7647,1.8529,12.5294,C,0
1193,Gonzaga,WCC,33,65.4,111.7,22.9,51.1,59.52,9.9,18.1,5.7,18.1,150,197,0.7609999999999999,117,227,0.515,0,2,0.0,5.8,0.8,86.0,Sr,2.95167,116.848,65.2,0.400011,0.6625,0.4354,0.9167,93.459,91.1277,3.19885,171.815,4.18106,1.17504,3.00602,26.2727,2.0303,4.2727,6.303,0.7273,0.3636,1.4242,11.6364,C,0
1194,Duke,ACC,11,20.5,130.5,27.2,61.5,69.7,2.3,10.6,29.8,18.6,64,71,0.901,37,65,0.569,18,39,0.462,1.8,3.0,68.3,Fr,6.12884,149.048,99.8,1.74076183,0.6667,0.4231,,91.7011,87.1588,3.80115,61.4034,12.1928,9.40502,2.78781,27.5455,0.5455,2.8182,3.3636,4.2727,1.4545,0.5455,17.4545,Scoring PG,1
1195,Arizona,P10,31,68.9,113.9,26.2,58.2,61.96,9.7,19.7,6.3,15.3,158,232,0.6809999999999999,158,266,0.594,4,16,0.25,2.4,1.3,82.3,Fr,4.2660800000000005,129.115,81.4,0.36667527,0.7588,0.3053,0.9302,100.867,95.3585,2.97851,169.828,3.17199,2.95105,0.220942,28.2258,2.1935,4.871,7.0645,0.7097,0.6129,0.6452,15.6774,PF/C,1
1196,Arizona,P10,38,74.1,123.1,28.7,65.0,68.97,11.8,21.9,8.7,18.2,247,331,0.746,184,306,0.601,42,74,0.568,2.3,1.9,87.1,So,5.94204,142.708,81.4,0.43000458,0.7181,0.4153,0.9333,96.0426,91.1963,3.67449,238.46400000000003,9.3455,7.30197,2.04352,30.0263,2.7632,5.5,8.2632,1.1316,0.9737,0.6842,19.5,Wing F,1
1197,Arizona,A10,27,8.1,115.2,21.6,58.0,64.33,16.4,11.2,4.8,21.7,16,21,0.762,10,18,0.556,3,7,0.429,0.9,1.6,84.0,Fr,0.526017,118.753,30.0,0.33333335,0.625,0.0,,97.9981,96.987,0.4155680000000001,17.4766,-0.901705,-0.0677454,-0.83396,4.4815,0.5926,0.4444,1.037,0.1111,0.1111,0.037000000000000005,1.6667,Wing F,1
1198,Arizona,A10,32,64.5,114.7,22.7,56.7,62.6,11.2,15.2,7.1,18.0,115,151,0.762,101,175,0.5770000000000001,14,40,0.35,1.8,1.5,70.2,So,3.32656,121.498,30.0,0.45450315,0.6894,0.2381,1.0,103.614,100.996,2.27019,137.185,2.37905,2.90368,-0.5246270000000001,25.9062,2.375,3.25,5.625,0.7812,0.625,0.4688,11.2188,Wing F,1
1199,Arizona,A10,25,47.1,111.5,24.2,57.8,63.8,9.2,17.6,12.7,21.5,107,146,0.733,68,114,0.596,14,40,0.35,1.7,1.7,94.8,Jr,3.1792,119.682,30.0,0.65454547,0.7105,0.3684,1.0,101.053,99.3854,2.3564,112.813,3.66929,3.2172400000000003,0.452049,26.12,1.88,3.52,5.4,1.44,0.72,0.4,11.4,Wing F,1
1200,Arizona,A10,22,33.8,106.6,15.9,53.0,58.44,4.8,15.9,7.5,18.7,39,54,0.722,32,58,0.552,8,25,0.32,2.2,0.5,65.1,Sr,1.07616,103.087,30.0,0.72729999,0.7073,0.1765,1.0,100.327,97.7922,2.22801,74.9631,0.417628,-1.03246,1.45009,20.5909,0.8636,2.8636,3.7273,0.7273,0.1818,0.4091,5.7727,Wing F,1
1201,Texas,SB,31,54.6,114.1,22.9,50.4,58.09,3.2,8.0,9.7,14.4,114,141,0.809,68,148,0.459,34,88,0.386,0.1,0.8,59.7,So,2.40227,115.951,45.6,0.77501356,,,,109.804,110.111,1.22491,96.9433,-0.799977,2.75896,-3.55894,22.2903,0.6452,1.5484,2.1935,1.0,0.3226,0.0323,11.3548,,1
1202,Texas,SB,31,76.1,113.5,22.5,52.0,58.69,3.0,9.1,12.9,15.8,130,157,0.828,79,175,0.451,58,144,0.403,0.2,1.4,49.2,Jr,3.15682,114.387,45.6,0.93221939,0.5556,0.3617,,103.029,105.175,2.25328,156.205,1.58427,2.86634,-1.28207,30.9355,0.7419,2.5484,3.2903,1.7742,0.7419,0.0645,14.9032,Wing G,1
1203,Texas,SB,31,80.4,118.2,24.2,56.2,64.06,1.9,9.4,11.3,16.7,185,221,0.8370000000000001,85,175,0.486,64,147,0.435,0.4,1.0,68.6,Sr,4.11385,121.79,45.6,0.77140071,0.5895,0.3625,,107.239,111.065,1.7702099999999998,154.625,1.16855,4.0052900000000005,-2.8367400000000003,32.2903,0.4839,2.7742,3.2581,1.7419,0.5806,0.129,17.6452,Wing G,1
1204,Texas,B12,36,76.8,107.4,23.1,54.6,53.65,13.9,13.6,8.0,14.5,127,261,0.487,172,315,0.546,0,0,0.0,7.2,1.8,82.9,Fr,3.34791,116.323,97.8,0.70311623,0.7239,0.3553,0.9333,88.6309,84.3695,4.53819,237.951,9.71642,3.73655,5.97987,30.9444,3.8333,4.0,7.8333,1.25,0.9444,2.3889,13.0833,C,1
1205,Kentucky,SEC,38,89.4,107.8,26.7,50.8,55.28,2.2,10.2,23.4,19.8,136,171,0.795,130,282,0.461,87,231,0.377,0.6,1.1,33.3,Fr,4.7317300000000015,123.069,99.2,1.32499436,0.5556,0.3939,0.8333,100.305,94.5951,4.01095,204.602,4.48048,4.6075599999999985,-0.127072,35.8684,0.6579,3.3684,4.0263,4.1842,0.6579,0.2105,17.2895,Combo G,1
1206,Connecticut,BE,35,59.3,107.6,19.8,50.0,55.35,4.0,10.3,21.0,21.7,88,122,0.721,92,179,0.514,13,44,0.295,0.6,2.5,54.7,Fr,2.3599,112.15,97.8,1.56927465,,,,93.6251,88.0532,3.2341900000000003,160.376,6.3305099999999985,3.25708,3.07344,25.0,0.8571,2.6286,3.4857,2.9143,1.0571,0.1714,8.8857,,1
1207,Connecticut,BE,34,88.0,106.2,23.7,45.4,52.54,3.1,9.5,29.2,20.2,155,202,0.767,114,265,0.43,38,112,0.339,1.2,3.4,53.6,So,3.99084,117.173,97.8,1.73734473,0.5804,0.3165,0.5,97.6606,91.2576,4.30595,225.079,5.871569999999998,3.95604,1.91554,35.2059,0.9412,3.3235,4.2647,5.0588,2.0588,0.4412,14.6176,Scoring PG,1
1208,Connecticut,BE,41,92.4,117.8,31.5,47.8,54.3,3.9,11.5,28.0,11.8,258,315,0.8190000000000001,241,512,0.471,75,227,0.33,0.5,3.1,42.6,Jr,7.49948,143.405,97.8,1.9784861,0.5867,0.3987,1.0,97.6871,91.1048,4.59401,280.051,11.104,9.07703,2.02696,37.6341,1.2927,4.1463,5.439,4.4878,1.878,0.1707,23.5366,Scoring PG,1
1209,Brigham Young,MWC,32,83.0,112.5,25.0,55.3,60.16,2.0,8.1,23.8,18.4,113,134,0.843,127,237,0.536,52,134,0.388,0.3,2.7,36.1,So,4.44302,122.853,54.4,1.55954288,,,,96.4663,93.5969,3.76177,189.742,5.30313,4.55702,0.746113,33.3125,0.5312,2.4375,2.9688,4.0938,1.5625,0.0938,16.3438,,1
1210,Brigham Young,MWC,34,75.1,121.0,32.6,53.7,61.53,2.9,8.3,30.7,15.2,224,251,0.892,148,316,0.468,77,175,0.44,0.5,2.2,51.1,Jr,6.3002,143.225,54.4,1.7096843999999998,0.65,0.3571,,97.4055,94.8385,3.39751,181.857,7.80668,8.15041,-0.34373400000000004,31.1471,0.7353,2.3529,3.0882,4.6765,1.2059,0.1471,22.0882,Scoring PG,1
1211,Brigham Young,MWC,36,89.4,114.7,36.6,53.1,59.2,2.0,8.5,28.6,15.3,250,280,0.893,221,450,0.491,121,308,0.393,0.1,2.1,36.9,Sr,7.4267699999999985,144.768,54.4,1.19232373,0.7219,0.3746,0.6667,99.0445,95.5029,3.90002,215.402,7.05925,8.24222,-1.18298,36.1389,0.6389,2.8611,3.5,4.3056,1.3333,0.0278,29.3056,Scoring PG,1
1212,Washington State,P10,33,82.1,97.6,23.9,51.1,52.71,3.4,12.6,14.5,18.2,28,31,0.903,91,213,0.4270000000000001,68,165,0.412,2.2,1.9,8.2,Fr,2.42579,105.553,91.8,0.88572504,,,,93.7312,87.1208,4.4611800000000015,183.397,5.3998800000000005,2.01573,3.38415,33.0909,0.8182,3.3636,4.1818,1.8788,0.9091,0.6061,12.5455,,1
1213,Washington State,P10,30,86.7,102.3,29.2,48.7,53.73,4.0,13.3,15.0,19.8,129,161,0.8009999999999999,118,263,0.449,73,204,0.358,2.2,2.4,34.5,So,4.0194,117.897,91.8,0.64078293,0.6118,0.3593,1.0,103.367,100.12,3.17592,192.948,2.79355,2.55868,0.234873,35.2667,1.1667,3.9,5.0667,2.2,1.4,0.7,19.4667,Wing G,1
1214,Washington State,P10,34,83.0,107.6,31.9,52.5,57.37,2.6,14.0,25.0,17.8,155,185,0.838,142,305,0.466,98,246,0.398,3.1,2.8,33.6,Jr,5.10318,127.806,91.8,1.10433421,0.6,0.3897,1.0,95.6906,90.6275,4.325069999999998,240.14,8.36312,5.57615,2.78698,34.6765,0.7353,4.5,5.2353,3.7353,1.6471,0.9412,21.5588,Combo G,1
1215,Colorado,B12,28,73.1,117.0,26.8,56.7,62.49,8.5,11.9,13.5,14.0,143,182,0.7859999999999999,144,250,0.5760000000000001,19,54,0.35200000000000004,1.5,2.2,59.9,Fr,5.20061,133.805,61.4,0.875,0.6438,0.4556,1.0,107.773,103.123,2.46647,144.886,5.76966,6.043830000000002,-0.274169,30.5357,2.0,3.0,5.0,1.75,1.1786,0.4286,17.4286,Wing G,1
1216,Colorado,B12,37,78.2,116.2,32.1,49.8,57.71,9.1,14.7,19.8,15.0,245,298,0.8220000000000001,215,421,0.511,28,95,0.295,1.0,2.0,57.8,So,5.79718,138.341,61.4,1.13404034,0.6559,0.3957,0.9286,105.007,101.415,2.76887,212.053,5.84106,6.3762,-0.535146,31.5946,2.3514,4.1081,6.4595,2.9730000000000003,1.0811,0.2973,20.5135,Wing G,1
1217,Kansas,B12,35,38.9,97.7,19.2,45.9,49.85,11.4,19.9,11.0,23.5,39,60,0.65,57,118,0.483,3,16,0.188,4.8,1.5,44.8,Fr,0.898073,100.886,76.6,0.79065603,,,,90.9077,85.5226,2.20175,122.304,5.08825,0.325642,4.76261,15.6286,1.4571,2.9714,4.4286,0.9714,0.4,0.7143,4.6286,,1
1218,Kansas,B12,36,43.5,111.0,20.1,59.9,61.19,11.9,20.3,10.7,22.8,61,98,0.622,76,133,0.5710000000000001,10,19,0.526,5.5,1.5,64.5,So,1.92038,116.298,76.6,0.76466435,0.7059,0.3333,0.9524,90.9836,84.816,2.53206,135.668,7.983239999999999,3.51517,4.46807,17.5278,1.75,3.5556,5.3056,1.0833,0.4444,0.9722,6.75,PF/C,1
1219,Kansas,B12,38,60.7,118.0,25.2,62.7,64.16,13.9,24.7,11.0,19.0,103,153,0.6729999999999999,170,272,0.625,25,59,0.424,4.9,1.9,46.2,Jr,3.81565,130.2,76.6,0.67947974,0.7619,0.4038,0.94,87.4686,82.7681,3.72177,223.462,10.6049,5.65606,4.94879,24.3684,2.7105,5.6053,8.3158,1.3947,0.7895,1.1316,13.6316,PF/C,1
1220,San Diego State,MWC,32,77.7,106.5,24.1,46.8,50.79,13.7,23.7,12.1,17.8,83,115,0.722,140,273,0.513,15,74,0.203,2.6,2.8,33.1,Fr,3.32101,115.305,88.8,0.81426288,0.7043,0.3758,0.9412,90.8009,88.1581,4.13471,223.438,5.99483,3.0409,2.95393,31.4375,3.4688,6.4062,9.875,1.7812,1.4062,0.7188,12.75,PF/C,1
1221,San Diego State,MWC,34,79.6,108.7,27.7,46.3,50.78,11.4,25.9,16.4,15.1,110,145,0.759,175,371,0.472,23,81,0.284,1.9,2.8,32.1,So,4.363169999999998,123.31,88.8,1.15998007,0.7959,0.3566,1.0,85.3916,81.558,5.15728,263.03,8.2352,3.75988,4.47532,33.0,3.1765,7.5294,10.7059,2.5588,1.4706,0.5882,15.5588,PF/C,1
1222,Southern California,P10,23,19.4,108.8,12.5,57.8,60.45,10.3,16.5,4.9,25.0,7,8,0.875,26,42,0.619,0,3,0.0,3.7,2.0,17.8,Fr,0.745571,102.499,44.0,0.49991789,,,,95.0187,87.5843,1.58188,53.8064,4.75264,1.1347200000000002,3.61793,11.913,0.9565,1.6957,2.6522,0.3043,0.3913,0.3913,2.5652,,1
1223,Southern California,P10,30,80.0,107.2,19.8,52.0,55.27,12.1,23.2,8.9,18.8,61,85,0.718,118,214,0.551,8,36,0.222,4.5,1.2,34.0,So,2.8729,110.377,44.0,0.63157898,0.7128,0.4474,0.9333,86.6694,82.5209,4.88396,201.056,7.4177,1.63169,5.78601,32.2667,3.1333,6.3,9.4333,1.2,0.6,1.3,10.7,PF/C,1
